2
0 180 37
0 0 38
	1.74358	1.63184	1.47486	1.40782
	1.30726	1.13408	0.977654	0.837989
	0.715084	0.603352	0.502793	0.418994
	0.346369	0.284916	0.240223	0.195531
	0.156425	0.117318	0.0837989	0.0502793
	0.027933	0.0111732	0.00558659	0
	2.9	2.72123	2.53128	2.36927
	2.24637	2.14581	2.06201	1.99497
	1.92235	1.86089	1.81061	1.75475
	1.67654	1.60391	1.48045	1.32961
	1.16201	1.09497	1	0.860335
	0.73743	0.631285	0.530726	0.446927
	0.374302	0.312849	0.268156	0.22905
	0.195531	0.167598	0.134078	0.100559
	0.0726257	0.0446927	0.0223464	0.0111732
	0.00558659	0	2.9	2.67095
	2.45307	2.26872	2.11229	1.98939
	1.88324	1.81061	1.73799	1.67095
	1.6095	1.54749	1.46369	1.35754
	1.21788	1.05587	0.899441	0.843575
	0.77095	0.659218	0.564246	0.47486
	0.402235	0.346369	0.301676	0.26257
	0.234637	0.206704	0.178771	0.145251
	0.117318	0.0893855	0.0614525	0.0391061
	0.0223464	0.00558659	0.00558659	0
	2.9	2.63743	2.39162	2.18492
	2.00056	1.86648	1.74916	1.65978
	1.58156	1.50838	1.43575	1.36313
	1.26816	1.14525	0.994413	0.837989
	0.715084	0.670391	0.608939	0.519553
	0.435754	0.368715	0.324022	0.290503
	0.26257	0.234637	0.212291	0.184358
	0.162011	0.134078	0.106145	0.0782123
	0.0558659	0.0391061	0.0167598	0.00558659
	0.00558659	0	2.9	2.6095
	2.34134	2.1067	1.9	1.73799
	1.62067	1.52514	1.44134	1.35754
	1.27933	1.19553	1.09497	0.955307
	0.810056	0.687151	0.586592	0.547486
	0.497207	0.418994	0.357542	0.318436
	0.290503	0.26257	0.240223	0.217877
	0.195531	0.173184	0.145251	0.122905
	0.0949721	0.0726257	0.0558659	0.0335196
	0.0167598	0.00558659	0	0
	2.9	2.59832	2.31341	2.05084
	1.8162	1.6486	1.51397	1.40782
	1.31285	1.22346	1.13408	1.04469
	0.932961	0.793296	0.670391	0.569832
	0.486034	0.458101	0.413408	0.351955
	0.312849	0.284916	0.26257	0.240223
	0.223464	0.201117	0.178771	0.162011
	0.134078	0.111732	0.0893855	0.0670391
	0.0502793	0.0335196	0.0167598	0.00558659
	0	0	2.9	2.59274
	2.2743	1.98939	1.74916	1.56425
	1.42458	1.31285	1.2067	1.11173
	1.01676	0.927374	0.798883	0.675978
	0.575419	0.49162	0.418994	0.391061
	0.357542	0.307263	0.284916	0.26257
	0.240223	0.223464	0.206704	0.189944
	0.167598	0.150838	0.128492	0.106145
	0.0837989	0.0670391	0.0446927	0.027933
	0.0167598	0.00558659	0	0
	2.9	2.5648	2.2352	1.94469
	1.68771	1.49721	1.35196	1.22905
	1.11732	1.01117	0.916201	0.821229
	0.692737	0.592179	0.502793	0.430168
	0.363128	0.340782	0.312849	0.27933
	0.26257	0.240223	0.223464	0.206704
	0.189944	0.173184	0.156425	0.139665
	0.117318	0.100559	0.0782123	0.0614525
	0.0446927	0.027933	0.0167598	0.00558659
	0	0	2.9	2.55363
	2.21844	1.91117	1.63743	1.44134
	1.2905	1.1676	1.05028	0.938547
	0.837989	0.73743	0.625698	0.530726
	0.452514	0.379888	0.329609	0.307263
	0.284916	0.26257	0.24581	0.223464
	0.212291	0.195531	0.178771	0.167598
	0.150838	0.134078	0.111732	0.0949721
	0.0782123	0.0558659	0.0446927	0.027933
	0.0167598	0.00558659	0	0
	2.9	2.54804	2.20168	1.88324
	1.60391	1.40782	1.2514	1.11732
	1	0.882682	0.782123	0.675978
	0.569832	0.486034	0.413408	0.351955
	0.301676	0.284916	0.268156	0.24581
	0.22905	0.212291	0.201117	0.184358
	0.173184	0.156425	0.139665	0.122905
	0.106145	0.0893855	0.0726257	0.0558659
	0.0391061	0.027933	0.0167598	0.00558659
	0	0	2.9	2.58156
	2.20168	1.88324	1.60391	1.39106
	1.24022	1.11173	0.977654	0.865922
	0.759777	0.653631	0.547486	0.469274
	0.402235	0.340782	0.296089	0.27933
	0.26257	0.240223	0.223464	0.206704
	0.189944	0.178771	0.167598	0.150838
	0.139665	0.122905	0.106145	0.0893855
	0.0726257	0.0558659	0.0391061	0.027933
	0.0167598	0.00558659	0	0
	2.9	2.54804	2.18492	1.86648
	1.58715	1.37989	1.22905	1.09497
	0.96648	0.854749	0.743017	0.636872
	0.536313	0.463687	0.396648	0.335196
	0.290503	0.273743	0.256983	0.234637
	0.217877	0.201117	0.189944	0.178771
	0.162011	0.150838	0.134078	0.117318
	0.100559	0.0893855	0.0726257	0.0558659
	0.0391061	0.027933	0.0167598	0.00558659
	0	0
