2
0 180 37
0 0 38
	0	2.5	5	7.5
	10	12.5	15	17.5
	20	22.5	25	27.5
	30	32.5	35	37.5
	40	41	42.5	45
	47.5	50	52.5	55
	57.5	60	62.5	65
	67.5	70	72.5	75
	77.5	80	82.5	85
	87.5	90

	2.9	3.20726	3.43631	3.58715
	3.65978	3.6933	3.70447	3.71006
	3.70447	3.6933	3.65978	3.62626
	3.55922	3.50335	3.42514	3.34693
	3.28547	3.26313	3.2352	3.18492
	3.11229	3.02291	2.88883	2.74916
	2.58715	2.39162	2.18492	1.95028
	1.72123	1.48045	1.22346	0.972067
	0.731844	0.502793	0.301676	0.139665
	0.027933	0	2.9	3.19609
	3.42514	3.59274	3.68212	3.71564
	3.72682	3.7324	3.71564	3.6933
	3.65978	3.62067	3.55363	3.46425
	3.36927	3.29106	3.22961	3.19609
	3.1514	3.05642	2.96704	2.85531
	2.72123	2.57598	2.41955	2.25196
	2.07318	1.87207	1.65419	1.43575
	1.18994	0.949721	0.715084	0.497207
	0.296089	0.145251	0.0335196	0
	2.9	3.20726	3.4419	3.62067
	3.71006	3.75475	3.77151	3.77709
	3.77709	3.7324	3.67095	3.60391
	3.50335	3.39162	3.27989	3.1514
	3.03966	2.99497	2.93352	2.84413
	2.74916	2.65419	2.53687	2.41955
	2.29665	2.15698	2.00615	1.82737
	1.62626	1.40223	1.17318	0.938547
	0.709497	0.497207	0.301676	0.145251
	0.0335196	0	2.9	3.18492
	3.43631	3.63184	3.74358	3.8162
	3.84413	3.86648	3.82179	3.75475
	3.67654	3.57039	3.44749	3.31899
	3.17933	3.03408	2.91117	2.87207
	2.82179	2.74358	2.66536	2.58156
	2.49218	2.39721	2.2743	2.1514
	2.01173	1.83296	1.62626	1.40223
	1.1676	0.938547	0.726257	0.513966
	0.318436	0.156425	0.0391061	0
	2.9	3.20168	3.45866	3.6486
	3.78827	3.87207	3.90559	3.93352
	3.91117	3.83296	3.72123	3.57039
	3.40838	3.2743	3.12905	3.00615
	2.88883	2.84972	2.79385	2.71564
	2.65419	2.59274	2.50894	2.41955
	2.31341	2.1905	2.03966	1.86089
	1.65978	1.43575	1.20112	0.972067
	0.743017	0.52514	0.324022	0.156425
	0.0391061	0	2.9	3.18492
	3.45307	3.64302	3.79944	3.9
	3.96145	4.01173	4.00615	3.93911
	3.82737	3.68212	3.49777	3.33575
	3.17933	3.05642	2.95587	2.90559
	2.84413	2.74358	2.66536	2.60391
	2.53128	2.44749	2.34134	2.22402
	2.08994	1.91676	1.6933	1.46927
	1.24581	1.01117	0.776536	0.553073
	0.340782	0.167598	0.0446927	0
	2.9	3.19609	3.47542	3.67095
	3.82179	3.93352	4.00615	4.08436
	4.08994	4.06201	3.98939	3.86648
	3.69888	3.5257	3.36369	3.19609
	3.03966	2.99497	2.92235	2.8162
	2.71564	2.64302	2.58156	2.49777
	2.40279	2.27989	2.13464	1.95028
	1.73799	1.50279	1.27374	1.03352
	0.810056	0.569832	0.357542	0.178771
	0.0502793	0	2.9	3.17374
	3.45866	3.65978	3.8162	3.95028
	4.03408	4.12905	4.17933	4.21285
	4.22402	4.15698	4.02849	3.82737
	3.60391	3.40838	3.24637	3.17933
	3.1067	2.96704	2.85531	2.76034
	2.66536	2.58715	2.48101	2.3581
	2.20168	2.01732	1.81061	1.56425
	1.32402	1.09497	0.843575	0.603352
	0.379888	0.195531	0.0558659	0
	2.9	3.17374	3.44749	3.6486
	3.81061	3.95587	4.05084	4.16816
	4.28547	4.40838	4.44749	4.4419
	4.35251	4.17374	3.92235	3.68212
	3.50894	3.44749	3.3581	3.19609
	3.05642	2.92793	2.79385	2.68212
	2.55922	2.42514	2.26313	2.0676
	1.84413	1.60391	1.35754	1.11173
	0.860335	0.614525	0.385475	0.195531
	0.0558659	0	2.9	3.1514
	3.41955	3.62626	3.78827	3.94469
	4.04525	4.18492	4.36927	4.54804
	4.63184	4.66536	4.64302	4.55922
	4.36927	4.12346	3.88324	3.78268
	3.65978	3.49218	3.31341	3.14022
	2.9838	2.82737	2.67654	2.51453
	2.33575	2.14581	1.91676	1.67095
	1.41341	1.15642	0.893855	0.642458
	0.407821	0.206704	0.0614525	0
	2.9	3.12346	3.38045	3.58156
	3.76034	3.93352	4.06201	4.25196
	4.50894	4.71006	4.82793	4.85587
	4.91732	4.91173	4.77207	4.58156
	4.33017	4.24637	4.1067	3.86648
	3.64302	3.4419	3.2352	3.02291
	2.83855	2.6486	2.46425	2.24078
	1.99497	1.73799	1.47486	1.2067
	0.938547	0.670391	0.424581	0.217877
	0.0670391	0	2.9	3.08994
	3.32458	3.53128	3.72123	3.89441
	4.06201	4.29106	4.59274	4.81676
	4.97318	5.07374	5.15754	5.23017
	5.17989	5.05698	4.82793	4.73296
	4.58715	4.32458	4.03966	3.78827
	3.55363	3.32458	3.08994	2.84972
	2.62626	2.37486	2.1067	1.82737
	1.5419	1.2514	0.972067	0.698324
	0.446927	0.234637	0.0726257	0
	2.9	3.08436	3.31341	3.51453
	3.70447	3.89441	4.10112	4.38603
	4.68771	4.91173	5.09609	5.24693
	5.3419	5.43128	5.43128	5.39777
	5.2581	5.18547	5.04581	4.82235
	4.54804	4.24637	3.93352	3.67095
	3.39721	3.11788	2.83855	2.5648
	2.2743	1.96704	1.67095	1.3352
	1.05028	0.73743	0.463687	0.234637
	0.0726257	0	2.9	3.08436
	3.30223	3.49218	3.6933	3.91676
	4.15698	4.45866	4.77765	5.02346
	5.20223	5.3419	5.48156	5.5933
	5.61564	5.62123	5.5486	5.50391
	5.43687	5.24134	4.98994	4.73296
	4.40279	4.07318	3.72123	3.38045
	3.05084	2.7324	2.41397	2.09553
	1.77709	1.43017	1.10056	0.776536
	0.49162	0.251397	0.0782123	0
	2.9	3.05642	3.26313	3.43073
	3.64302	3.86089	4.13464	4.43073
	4.76648	5.03464	5.24134	5.38659
	5.5486	5.66592	5.71061	5.69944
	5.68268	5.67151	5.64916	5.54302
	5.36425	5.10726	4.77207	4.44749
	4.08994	3.65419	3.2352	2.87207
	2.53128	2.19609	1.83855	1.48045
	1.13966	0.804469	0.502793	0.24581
	0.0782123	0	2.9	3.05642
	3.22402	3.37486	3.59274	3.8162
	4.07318	4.38045	4.6933	4.94525
	5.16872	5.31397	5.48715	5.58771
	5.67709	5.69944	5.7162	5.7162
	5.69385	5.62682	5.50391	5.24134
	4.95084	4.58156	4.16816	3.66536
	3.28547	2.93352	2.59274	2.24637
	1.88883	1.51397	1.13408	0.793296
	0.486034	0.240223	0.0726257	0
	2.9	3.03408	3.16816	3.31341
	3.50335	3.72682	3.97821	4.26313
	4.55922	4.81117	5.02346	5.18547
	5.32514	5.41453	5.47598	5.51508
	5.55978	5.55978	5.5486	5.49832
	5.35866	5.11844	4.83911	4.50335
	4.05084	3.49218	3.11229	2.77709
	2.45307	2.12346	1.79944	1.43017
	1.07821	0.75419	0.469274	0.234637
	0.0670391	0	2.9	2.99497
	3.10112	3.22402	3.39162	3.59832
	3.8162	4.0676	4.33017	4.57598
	4.78324	4.93408	5.04022	5.1352
	5.16313	5.20223	5.20782	5.19106
	5.18547	5.1352	4.98994	4.76648
	4.48659	4.15698	3.6933	3.1905
	2.79385	2.47542	2.18492	1.88324
	1.57598	1.27374	0.960894	0.670391
	0.413408	0.206704	0.0614525	0
	2.9	2.97263	3.04525	3.13464
	3.28547	3.46425	3.65419	3.86648
	4.07877	4.26872	4.43631	4.55363
	4.63743	4.68771	4.7162	4.6933
	4.65978	4.64302	4.6095	4.52011
	4.38045	4.17933	3.9	3.58715
	3.14022	2.67654	2.31899	2.02291
	1.75475	1.49162	1.24581	0.98324
	0.743017	0.513966	0.312849	0.162011
	0.0446927	0	2.9	2.95028
	2.98939	3.03966	3.16257	3.32458
	3.47542	3.65419	3.82737	3.96145
	4.0676	4.1514	4.19609	4.21844
	4.19609	4.14022	4.07318	4.04525
	3.97821	3.86089	3.69888	3.48101
	3.21285	2.9	2.51453	2.08436
	1.76034	1.50279	1.27374	1.06145
	0.860335	0.675978	0.502793	0.346369
	0.206704	0.0949721	0.0223464	0
	2.9	2.91676	2.92235	2.95587
	3.03966	3.16257	3.29106	3.39721
	3.5257	3.62067	3.68771	3.7324
	3.73799	3.71564	3.66536	3.58156
	3.47542	3.4419	3.36927	3.24637
	3.07318	2.86648	2.6095	2.33017
	2.00615	1.64302	1.34078	1.11732
	0.927374	0.759777	0.608939	0.469274
	0.346369	0.234637	0.134078	0.0558659
	0.0111732	0	2.9	2.89441
	2.86648	2.87765	2.91676	3.00056
	3.08994	3.16816	3.24078	3.28547
	3.30782	3.30223	3.28547	3.21844
	3.15698	3.06201	2.96145	2.92235
	2.86089	2.72682	2.58156	2.39162
	2.16257	1.91676	1.63184	1.34078
	1.07263	0.871508	0.709497	0.575419
	0.458101	0.351955	0.256983	0.173184
	0.100559	0.0391061	0.00558659	0
	2.9	2.86648	2.79944	2.77151
	2.78827	2.82179	2.87765	2.91117
	2.93352	2.93911	2.91117	2.88883
	2.83855	2.76592	2.71006	2.63184
	2.5257	2.48659	2.42514	2.29106
	2.16257	1.96145	1.73799	1.50279
	1.27374	1.03352	0.837989	0.664804
	0.541899	0.435754	0.346369	0.268156
	0.195531	0.128492	0.0670391	0.0223464
	0.00558659	0	2.9	2.82737
	2.72682	2.66536	2.65419	2.6486
	2.66536	2.66536	2.6486	2.62626
	2.57039	2.52011	2.45866	2.40279
	2.34134	2.25754	2.16816	2.12905
	2.06201	1.91676	1.73799	1.53631
	1.3352	1.12849	0.921788	0.75419
	0.620112	0.513966	0.418994	0.340782
	0.268156	0.206704	0.145251	0.0893855
	0.0446927	0.0167598	0.00558659	0
	2.9	2.79944	2.66536	2.5648
	2.51453	2.46983	2.45307	2.42514
	2.37486	2.33017	2.2743	2.22402
	2.17374	2.11229	2.03966	1.94469
	1.82737	1.77709	1.6933	1.51397
	1.3352	1.14525	0.972067	0.821229
	0.687151	0.575419	0.47486	0.391061
	0.318436	0.256983	0.201117	0.150838
	0.106145	0.0614525	0.0335196	0.0111732
	0.00558659	0	2.9	2.76034
	2.59832	2.45866	2.37486	2.30782
	2.24637	2.20168	2.13464	2.07877
	2.02291	1.97263	1.91676	1.84413
